"","gname","vicinity","crit1","crit2","crit3","doubtterr","multiple","success","suicide","ingroup","guncertain1","nperps","nperpcap","claimed","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","ransom","Assasination","Hostage","Bombing","Facility","Assault","Unknowntype","barricade","unarmedattack","Hijack","Biological","Chemical","Radiological","Nuclear","Firearm","Explosives","Fakeweapons","Incendiary","Melee","Vehicle","Sabotage","Otherweapons","Unknownweapon","NorthAm","CentralAm","SouthEastAsia","EastAsia","WesternEurope","Subsaharan","SouthAm","SouthAsia","CentralAsia","MiddleEast","Oceania","EasternEurope","nhrs","ndays","Business","Government","Police","Military","Abortionrelated","Airports","Diplomatic","Educational","Food","Journalist","Maritime","NGO","Othertarg","PrivateCitizen","Religious","Telecom","Terrorists","Tourist","Transportation","Unknowntarg","Utilities","PoliticalParty"
"1851","Maximiliano Gomez Revolutionary Brigade",0,14,14,14,0,11,14,0,2206,0,0,0,0,7,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"1852","Maximiliano Hernandez Martinez Brigade",0,7,7,7,0,0,6,0,1891,1,0,0,0,17,0,0,6,0,0,5,0,0,1,4,0,2,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,1,0,1
"1853","May 15",0,1,1,1,0,0,1,0,20293,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1854","May 15 Organization for the Liberation of Palestine",1,9,9,9,0,0,8,0,297,1,1,1,-9,3,0,0,46,0,0,8,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1855","May 19 Communist Order",0,20,8,18,14,0,17,0,2094,0,63,54,0,1,1,0,2,2,0,18,0,0,0,8,0,4,0,8,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1856","May 36",0,1,1,1,0,0,0,0,1673,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1857","May 98",0,2,2,2,0,2,2,0,20294,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1858","Mayi Mayi",9,31,32,29,4,10,30,0,20295,12,-2394,8,4,88,0,11,82,0,9,-32,-18,0,13,0,0,17,2,0,0,0,0,0,0,0,25,0,0,2,0,0,0,0,5,0,0,0,0,0,32,0,0,0,0,0,0,0,-1056,2,1,2,4,0,1,2,1,0,1,0,3,0,15,0,0,0,0,0,0,0,0
"1859","Mazari Tribesmen",0,1,1,1,-9,0,1,0,979,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1860","Mazdoor Kisan Sangram Samiti (MKSS)",0,1,1,1,0,0,1,0,20296,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1861","Medellin Drug Cartel",0,3,3,3,0,0,3,0,467,1,10,0,0,19,0,0,11,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1862","Medfaiyah Wal-Sewarigh Brigade",0,1,1,1,0,0,1,0,40445,0,-99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1863","Meibion Glyndwr",0,31,31,31,0,0,11,0,2163,0,0,0,0,0,0,0,1,0,0,28,0,3,0,5,20,3,0,0,0,0,0,0,0,0,0,8,0,23,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0
"1864","Meinhof-Puig-Antich Group",0,5,5,5,0,0,5,0,4035,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1865","Meitei extremists",0,1,1,1,-9,0,1,0,4211,0,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1866","Mercenaries",1,2,2,2,0,0,2,0,1174,0,89,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1867","Merille Militia",1,4,4,4,0,0,4,0,30209,2,602,0,0,7,0,0,4,0,0,-27,-18,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,-297,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1868","Mesopotamian Army (MEZOR)",0,1,1,1,0,0,1,0,1377,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1869","Mexican Revolutionary Movement",0,1,1,1,0,0,0,0,10030,0,-99,-99,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1870","Mexican Students",0,1,1,1,-9,0,1,0,3411,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1871","Miguel Angel Cabrera Command",0,1,1,1,0,0,1,0,4954,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1872","Miguel d'Escoto Brockman Community Movement",0,1,1,1,0,0,1,0,2137,0,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1873","Mikhail Kaltezas Anarchist Organization",0,1,1,1,0,0,0,0,1925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1874","Milicias Rodriguistas",0,4,4,4,0,3,4,0,2174,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"1875","Militant Argentine Patriots",0,1,1,1,0,0,1,0,2649,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1876","Militant Cells",0,1,1,1,-9,0,1,0,2609,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1877","Militant Forces Against Huntingdon",0,1,1,1,0,0,1,0,30198,0,-99,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1878","Militant Islamic Group, name not stated",1,1,1,1,-9,0,1,0,2411,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1879","Militant Minority (Greece)",0,7,7,7,0,5,7,0,40148,0,-693,0,7,0,0,0,0,0,0,7,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"1880","Militant Moslem Pilgrims",0,1,1,1,0,0,1,0,2221,0,0,0,0,0,0,0,50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1881","Militant Movement for Madagascan Socialism (MMSM)",0,1,1,1,0,0,1,0,5041,0,0,0,0,8,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1882","Militant Organization of Russian Nationalists",0,1,1,1,0,0,1,0,30046,1,10,0,1,1,0,0,1,0,0,0,-9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1883","Militant Peasants (NFI)",0,2,2,2,0,0,2,0,1004,0,0,0,0,6,0,0,40,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1884","Militant People's Revolutionary Forces",0,1,1,1,0,0,1,0,40195,0,2,0,1,2,0,0,1,0,0,-9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1885","Militant Welsh",0,1,1,0,1,0,0,0,2871,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1886","Militant Zionist Resistance Movement",0,1,1,1,0,0,1,0,3942,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1887","Militants",0,75,77,70,9,9,73,2,2718,20,-5947,-394,1,146,0,40,138,0,1,-165,-18,4,4,43,1,21,4,0,0,0,0,0,0,0,29,40,0,0,1,0,0,0,7,0,0,1,0,0,1,0,67,0,8,0,0,-396,-198,4,11,12,12,0,0,0,8,0,1,0,0,0,21,0,0,0,0,4,3,1,0
"1888","Militants of the National Action Party",0,1,1,1,0,0,1,0,1755,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1889","Military Council for the True Liberation of Albania",0,1,1,1,0,0,1,0,4966,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1890","Military Council of the Tribal Revolutionaries (MCTR)",3,20,20,9,11,0,20,2,40275,0,-1741,-99,19,122,0,87,63,0,0,-56,0,0,0,16,0,3,1,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,13,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"1891","Military Liberation Front of Colombia",0,1,1,1,0,0,1,0,100025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1892","Militia Members",1,12,11,12,-17,3,12,0,3850,4,-143,-495,0,43,0,2,16,0,0,-2,-27,0,3,1,4,2,2,0,0,0,0,0,0,0,1,2,0,3,1,0,0,0,5,0,0,1,0,0,10,0,0,0,1,0,0,0,-75,0,1,1,0,0,0,2,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0
"1893","MILPAS Contras",0,1,1,1,0,0,1,0,3416,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1894","Miners",0,2,2,2,0,0,2,0,739,0,0,0,0,0,0,0,10,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1895","Minority Unity Forum",0,1,1,1,0,0,1,0,1450,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1896","Minutemen American Defense",0,1,1,1,0,0,1,0,30081,0,3,3,0,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1897","Miscreants",0,4,5,5,-17,0,5,0,4721,0,-197,0,0,1,0,0,19,0,0,-6,0,1,0,2,0,2,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
"1898","Miskito Indian Organization",0,4,4,3,1,0,4,0,1274,0,0,0,0,13,0,0,1,0,0,3,0,0,1,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"1899","Misrata Brigades",0,8,8,7,1,0,7,0,40303,0,-683,2,0,5,0,0,1,0,0,3,0,0,2,1,0,3,1,0,0,1,0,0,0,0,4,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,-96,1,1,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"1900","Misseriya Arab Tribesmen",0,3,3,3,1,0,3,0,30237,1,-98,0,0,15,0,0,20,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,38,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"1901","Misurasata Indian Organization",12,34,34,14,20,2,34,0,2537,1,930,0,0,270,0,0,20,0,0,33,0,0,2,5,0,27,0,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,0,0,0,0,0,1,1,0,0,7,0,0,0,0,1,0,1,0
"1902","Mitiga Militia",0,1,1,1,0,0,1,0,40307,0,-99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1903","Mizo National Front",0,14,14,14,0,0,14,0,3224,0,61,0,0,24,0,0,7,0,0,9,0,4,0,0,2,7,1,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,4,5,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
"1904","MLA",0,1,1,0,1,0,0,0,2802,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1905","Mlada Bosna",0,1,1,1,0,0,1,0,20507,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1906","MNR of the Left",0,1,1,1,0,0,1,0,3821,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1907","Mob",0,7,7,7,-36,0,7,0,742,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,1,0,1,1,1,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
"1908","Modakeke Ethnic Activists",0,2,0,2,2,0,2,0,1028,0,0,0,0,35,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"1909","Modakeke Ethnics",0,4,0,4,4,4,4,0,904,0,0,0,0,64,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"1910","Mohajir National Movement",0,9,8,8,2,0,7,0,473,3,4,0,0,31,0,4,7,0,0,5,0,3,0,0,2,4,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,2
"1911","Mombasa Republican Council (MRC)",3,9,9,8,1,4,6,0,40085,8,-6,3,0,26,0,17,7,0,0,2,0,2,0,0,0,6,1,0,0,0,0,0,0,0,4,1,0,1,2,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1912","Mon Guerrillas",0,4,4,4,-9,0,4,0,1267,1,300,0,0,78,0,0,28,0,0,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1913","Mon Insurgents",1,4,4,4,0,0,4,0,475,0,0,0,0,0,0,0,22,0,0,4,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
"1914","Mong Thai Army (MTA)",0,2,2,2,0,0,2,0,1378,0,30,0,0,13,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"1915","Mongolian Mukti Morcha",0,1,1,1,0,0,1,0,30200,0,-99,0,1,1,0,0,0,0,0,-9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1916","Montoneros (Argentina)",0,116,116,102,14,0,104,0,477,3,242,0,0,212,12,100,133,0,0,75,4,36,7,47,5,18,1,2,0,0,0,0,0,0,48,55,0,5,0,0,0,0,8,0,0,0,0,0,0,116,0,0,0,0,0,1,426,52,12,13,16,0,0,7,2,0,5,0,0,0,7,0,1,0,0,1,0,0,0
"1917","Montoneros Patria Libre",0,5,5,5,0,0,5,0,2398,0,4,0,0,0,0,0,0,0,0,3,1,0,2,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1918","Morazanist Front for the Liberation of Honduras (FMLH)",2,6,6,2,4,0,6,0,2178,0,0,0,0,31,0,0,7,0,0,6,0,0,0,1,0,4,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1919","Mormon Extremist",0,1,1,1,0,0,1,0,10031,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1920","Moro Ghuraba",0,2,2,0,2,0,2,0,40192,0,-94,0,1,3,0,2,2,0,1,-9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1921","Moro Islamic Liberation Front (MILF)",25,357,356,341,42,76,329,3,479,192,-4518,14,-87,738,1,93,1504,3,26,-571,-108,3,36,172,13,109,23,0,0,1,0,0,0,0,131,175,0,13,1,0,0,0,37,0,0,357,0,0,0,0,0,0,0,0,0,-790,-1909,28,24,11,54,0,1,1,12,3,2,3,2,0,140,10,8,16,0,19,2,21,0
"1922","Moro National Liberation Front (MNLF)",10,196,192,171,30,8,193,0,480,12,1292,26,6,623,0,60,892,5,19,125,11,8,32,75,6,62,12,0,0,1,0,0,0,0,82,75,0,5,1,0,0,0,33,0,0,196,0,0,0,0,0,0,0,0,0,-198,361,46,15,15,29,0,1,1,6,0,0,6,2,0,33,5,0,5,1,11,3,17,0
"1923","Moro National Liberation Front Splinter group",0,1,1,1,0,0,1,0,1884,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1924","Moslem Activists",11,51,51,41,-188,0,48,0,1045,0,21,0,0,146,0,16,28,0,0,25,0,24,1,2,3,21,0,0,0,0,0,0,0,0,42,2,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,51,0,0,0,1,6,8,9,10,0,0,0,3,0,1,0,0,0,13,0,0,0,0,1,0,0,0
"1925","Moslem opponents of Gemayel",0,1,1,1,0,0,1,0,2683,0,0,0,0,9,0,0,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1926","Moslem Paramilitary Group",0,1,1,1,-9,0,1,0,1521,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1927","Motherland Party",0,1,1,1,0,0,1,0,1502,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
